Alien: Isolation,https://raw.githubusercontent.com/Wins1ey/LuaAutoSplitters/main/autosplitters/AlienIsolation.lua
AMID EVIL,https://raw.githubusercontent.com/Wins1ey/LuaAutoSplitters/main/autosplitters/AmidEvil.lua
Jet Set Radio,https://raw.githubusercontent.com/Wins1ey/LuaAutoSplitters/main/autosplitters/JSR.lua
Mirror's Edge Catalyst,https://raw.githubusercontent.com/Loomeh/CatalystLinuxAutosplitter/main/mec.lua
